included_for_analysis,start_date,progress,duration,finished,informed_consent,fruit_answer,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,control_engagement_1,control_engagement_2,control_description,proximal_engagement_1,proximal_engagement_2,proximal_description,distal_engagement_1,distal_engagement_2,distal_description,concerned,serious_impact,likely,relative_importance,mitigation_intention_1,mitigation_intention_2,mitigation_intention_3,mitigation_intention_4,mitigation_intention_5,mitigation_intention_6,mitigation_intention_7,policy_support_1,policy_support_2,policy_support_3,policy_support_4,PD_1,PD_2,PD_3,PD_4,math,PD_5,PD_6,PD_7,PD_8,efficacy_1,efficacy_2,efficacy_3,efficacy_4,experience,damage_1,damage_2,age,gender,gender_text,race,ethnicity,education,fossil_fuel,zip_code,zip_code_duration,political_party,political_party_text,political_scale,condition
0,3/14/23 18:30,100,145,1,1,5,7,7,5,7,6,6,7,5,5,6,6,7,6,6,7,,,,,,,11,11,I'm going to get a new one for the day ,7,7,6,7,2,5,4,4,4,3,3,4,2,4,4,2,3,5,4,3,3,3,4,5,3,4,3,5,1,2,6,4,1,,2,2,2,3,77084,2000,4,,1,distal
2,3/14/23 8:14,100,352,1,1,5,6,7,7,7,6,7,6,6,6,6,6,6,5,5,6,,,,,,,12,12,About extreme rainfall in a different country and what it’s like to be in conditions like that ,4,5,6,5,3,3,1,1,1,4,4,3,4,5,4,4,5,4,4,5,2,4,3,3,4,4,5,3,2,,,4,2,,"1,2",2,2,3,76209,2021,1,,6,distal
0,3/14/23 19:09,100,362,1,1,5,5,5,5,5,5,6,6,7,5,5,5,4,5,5,5,,,,10,10,The climate and our wheaten is our of control,,,,4,5,4,4,3,3,2,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,6,2,,1,2,2,3,79404,2021,5,None of them,4,proximal
2,4/2/23 23:55,100,352,1,1,5,5,6,6,5,7,7,7,6,6,5,6,5,6,7,7,,,,,,,9,10,Research has proven that global warming is having a major effect on natural disasters and causing detrimental effects,5,6,7,7,4,3,1,4,5,5,5,3,3,5,4,4,4,4,5,5,3,4,4,3,4,5,3,5,1,4,6,5,2,,"1,3",1,4,3,76133,2018,4,,2,distal
2,3/14/23 9:02,100,368,1,1,5,5,3,5,6,5,6,5,5,5,3,3,4,4,5,5,,,,,,,11,11,"Climate change is causing a significant impact on storm patterns worldwide, which is having devastating effects on society.",6,5,6,5,3,4,2,4,2,4,4,4,5,5,5,1,1,5,5,5,1,2,2,5,4,4,5,5,1,5,6,6,2,,1,2,3,3,77539,2012,4,,2,distal
2,3/14/23 9:28,100,370,1,1,5,7,6,7,7,5,7,7,7,7,6,7,5,7,7,7,,,,,,,12,12,Climate change causing extreme weather ,7,7,7,5,3,1,1,3,2,2,4,4,2,4,4,2,3,4,4,5,4,2,2,5,3,4,4,4,1,5,6,9,1,,1,2,5,1,77630,1998,1,,7,distal
0,3/14/23 20:04,100,346,1,1,5,7,6,6,5,4,5,7,7,7,6,7,7,6,6,6,,,,10,10,Nothing,,,,7,6,5,5,4,4,3,4,3,3,4,3,4,2,3,5,1,4,4,5,2,4,3,4,3,4,4,5,2,,,4,1,,1,1,1,3,78610,2021,3,,1,proximal
0,3/14/23 20:27,100,198,1,1,5,5,5,6,6,6,7,6,5,7,4,4,5,4,6,3,10,9,I like it,,,,,,,5,5,6,6,3,5,5,4,3,5,5,4,5,4,1,4,5,5,4,4,4,5,2,5,5,4,3,5,2,,,4,1,,1,1,4,3,77012,2015,4,,3,control
0,3/14/23 20:25,100,352,1,1,5,6,3,6,7,5,7,7,7,7,4,5,6,5,5,5,,,,,,,11,11,I'm not sure,7,7,6,7,5,1,5,5,4,1,4,4,4,4,3,2,2,2,5,5,2,1,2,2,5,5,5,5,2,,,6,2,,1,2,1,3,76301,2014,3,,4,distal
2,3/27/23 16:25,100,379,1,1,5,6,5,7,7,7,7,7,7,5,7,7,7,6,7,7,,,,,,,10,10,This is about disasters and weather ,4,4,4,4,5,3,1,1,2,1,2,3,5,3,4,2,3,3,3,5,3,3,3,3,3,3,3,3,2,,,4,2,,2,2,2,3,78007,Whole life almost ,5,,4,distal
0,3/14/23 20:46,100,189,1,1,5,3,4,6,5,6,6,5,6,4,6,6,2,4,5,7,,,,,,,9,9,I understand very little however it seemed quite important ,5,4,3,5,3,3,4,2,1,1,4,4,3,2,1,3,2,5,2,1,3,4,3,1,5,3,1,4,1,6,4,5,2,,2,2,4,3,77396,2021,4,,6,distal
2,3/27/23 11:23,100,381,1,1,5,3,5,5,6,2,6,7,7,6,5,5,5,6,6,6,,,,,,,11,8,This is an attempt to indoctrinate me on the false climate change propaganda.,1,1,1,1,5,1,1,1,2,2,1,1,1,1,1,5,4,4,1,5,5,4,5,1,1,1,1,1,2,,,9,1,,1,2,3,3,78749,1992,1,,7,distal
2,3/17/23 11:14,100,384,1,1,5,5,2,7,7,7,7,2,5,3,2,2,5,7,5,7,,,,,,,12,12,Weather has become more intense due to climate change and will continue to becone more intense,6,7,7,6,4,3,4,5,5,1,5,5,5,5,4,1,1,5,5,5,1,1,2,5,3,4,4,4,1,1,4,4,2,,1,2,1,3,77385,2010,5,Leftist,1,distal
2,3/18/23 16:20,100,393,1,1,5,5,5,5,7,6,6,6,6,6,4,6,4,5,5,6,,,,,,,11,11,I cyclone hit Africa and they are saying that it was because of climate change. Climate change has caused it to rain more. It caused a lot of deaths ,5,7,7,6,1,3,2,4,4,2,4,4,2,3,3,2,2,5,5,5,1,3,2,4,4,4,4,4,2,,,7,2,,1,1,2,3,79245,1996,4,,3,distal
0,3/14/23 9:18,100,266,1,1,5,5,5,7,7,6,5,7,7,7,5,6,6,4,6,5,,,,,,,10,10,Is it good life here on earth and how much do you really care about that ,1,1,1,1,3,2,4,3,2,4,2,4,3,1,3,4,1,1,1,5,5,2,1,1,1,2,1,1,2,,,6,2,,1,2,5,3,76051,2021,1,,5,distal
0,3/14/23 21:24,100,255,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,12,12,I love you,,,,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,7,2,,2,2,2,3,75237,2022,5,none,7,proximal
0,3/14/23 22:04,100,210,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,12,12,The survey was very easy.,7,7,7,7,5,5,5,5,5,5,1,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,1,7,7,5,2,,2,2,3,3,77077,77077,4,,1,distal
0,3/14/23 9:18,100,625,1,1,5,6,4,6,4,4,7,7,6,5,3,5,4,4,5,7,,,,,,,11,10,I would say there nice and easy ,5,4,1,1,4,3,2,3,3,3,3,3,3,2,3,3,1,2,2,5,3,3,4,1,3,4,3,3,2,,,5,2,,2,2,2,3,76105,2021,3,,7,distal
2,3/17/23 10:35,100,402,1,1,5,5,5,5,6,6,6,7,7,6,4,6,5,7,7,6,,,,,,,11,10,These paragraphs are speaking about climate change and the impact it has on the environment.,2,3,3,2,5,4,1,1,5,2,1,3,3,3,3,3,3,3,3,5,3,3,3,4,3,3,3,3,2,,,5,2,,1,2,3,3,76559,2021,3,,5,distal
2,3/18/23 1:24,100,402,1,1,5,1,5,5,5,5,7,7,7,7,1,1,1,2,1,1,,,,,,,11,8,That climate change is false and it is the regular nature course.,1,1,1,1,5,1,1,1,5,1,1,1,2,1,1,3,3,3,3,5,3,3,3,3,3,3,3,3,1,5,6,8,1,,1,1,4,3,77502,77502,1,,6,distal
0,3/14/23 23:20,100,796,1,1,5,6,6,6,7,6,6,7,7,6,5,6,3,6,6,6,12,11,Everyday we are in danger because climate control can wipe us out,,,,,,,5,7,5,5,3,4,4,4,4,4,4,4,2,4,4,2,3,3,3,1,3,3,3,4,3,4,3,4,2,,,6,1,,6,1,2,3,78221,1979,4,,6,control
0,3/14/23 23:38,100,295,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,10,10,I can't give you a exact description of anything really . ,,,,4,4,5,5,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,2,,,6,2,,1,2,2,3,76374,1986,3,,4,proximal
2,3/27/23 23:46,100,402,1,1,5,5,7,7,7,7,7,7,7,7,7,7,3,6,7,7,,,,,,,10,10,Environment is important,3,4,1,3,5,1,3,3,4,3,3,4,3,4,3,3,3,3,4,5,3,3,3,4,2,3,4,4,1,5,5,10,2,,1,1,2,3,78336,1947,4,,3,distal
2,4/2/23 16:54,100,404,1,1,5,4,4,5,7,5,6,6,6,7,3,3,4,3,6,6,,,,,,,9,9,It talks about how the climate change is affecting different areas of the world. ,4,4,3,3,2,3,1,1,4,4,4,4,2,4,3,2,2,4,4,5,2,4,2,5,4,4,4,5,1,5,5,5,2,,1,2,4,3,77701,2020,1,,6,distal
2,3/14/23 10:04,100,407,1,1,5,6,5,6,7,7,5,5,6,6,3,5,5,6,6,6,,,,,,,12,10,Climate change is causing more cyclones and flooding. ,5,5,2,5,4,2,2,4,4,2,4,5,4,4,4,2,2,2,4,5,2,2,4,2,2,2,2,3,1,2,5,5,1,,4,2,6,3,77381,2022,4,,2,distal
0,3/15/23 6:04,100,551,1,1,5,3,3,4,5,4,4,6,5,4,2,6,4,6,5,5,10,11,"The environment is bipolar. One extreme or another, nothing in between",,,,,,,6,7,5,5,4,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,6,2,,1,2,2,3,77377,2000,3,,3,control
0,3/15/23 6:40,100,612,1,1,5,4,7,3,7,2,7,7,7,7,7,6,5,7,7,6,12,11,Seems that nature is once again correcting itself or modifying itself to make up for prior natural disaster and a few man made ones,,,,,,,1,3,1,1,5,3,1,2,5,4,4,3,1,4,4,3,3,3,1,1,4,3,5,1,4,3,1,2,1,7,5,7,1,,"1,3",2,3,3,75763,2015,1,,7,control
2,3/14/23 8:12,100,408,1,1,5,7,6,6,7,6,7,6,7,5,4,5,5,5,7,6,,,,,,,12,11,"We are now feeling the effects of climate as predicted by scientists years ago. The bad news is that we cannot stop the effects right away, but we can try to minimize them for the future ",7,6,6,6,2,5,3,4,2,2,5,4,5,5,5,1,1,5,5,5,1,1,1,4,4,4,5,4,1,2,5,7,1,,1,2,6,3,77573,2009,3,,4,distal
2,3/13/23 8:11,100,411,1,1,5,6,5,6,6,4,6,6,5,5,5,4,5,5,6,6,,,,,,,11,11,always be prepare with climate change. have all your essentials ready at all times.,6,6,5,5,4,4,3,4,4,3,4,4,4,4,3,3,4,4,4,5,2,4,4,4,4,4,4,4,1,5,5,6,1,,1,1,5,3,77093,1997,4,,3,distal
0,3/15/23 8:27,100,487,1,1,5,5,6,5,7,4,7,7,7,6,7,7,2,6,7,7,,,,,,,10,10,History ,1,4,6,1,4,2,1,4,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,5,2,,2,2,2,3,76105,1995,5,,4,distal
2,3/14/23 8:07,100,413,1,1,5,7,6,7,7,7,7,7,7,7,5,3,6,4,4,5,,,,,,,12,12,The climate change is a very urgent matter it already cause a lot of lives and livelihood ,7,7,6,7,1,4,5,5,1,1,5,5,3,4,4,2,2,4,5,5,2,3,2,4,5,5,5,5,1,4,4,6,2,,4,2,4,3,77864,2015,1,,5,distal
2,3/27/23 12:05,100,416,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,12,12,"Cyclones, one of the many wonderful and cleansing natural disasters of Earth.",1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,6,1,,1,2,3,3,78723,2022,3,,7,distal
2,3/27/23 21:06,100,417,1,1,5,5,5,4,5,5,6,6,4,4,3,5,5,4,4,5,,,,,,,11,11,Climate change is important.,5,5,4,6,3,2,4,4,3,2,4,4,4,4,4,2,2,4,4,5,2,3,2,4,4,4,4,4,1,3,5,8,1,,1,2,2,3,77099,2006,4,,3,distal
2,3/18/23 10:04,100,431,1,1,5,6,6,6,5,7,7,5,6,6,5,5,6,6,5,4,,,,,,,11,11,It's details the catastrophic events that took place in Africa causing economic diaparity,5,5,4,5,3,4,4,3,4,3,4,4,4,5,4,3,2,4,4,5,2,4,2,4,4,4,5,5,2,,,5,1,,2,2,4,3,75150,2010,1,,6,distal
2,3/17/23 0:49,100,444,1,1,5,7,7,7,7,7,7,7,7,7,4,5,4,6,7,5,,,,,,,10,11,Climate change is real and has real consequences ,7,7,7,7,4,4,2,4,4,3,4,4,3,3,3,1,3,5,5,5,1,2,2,4,3,4,4,3,1,5,5,8,2,,1,2,2,3,77531,1984,5,,4,distal
0,3/15/23 11:30,100,115,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,11,11,I would say it is honestly the best in the world.,,,,5,4,7,4,4,5,3,3,1,3,2,2,4,2,3,3,3,3,2,3,3,3,3,2,4,3,1,4,1,7,5,5,2,,2,2,5,3,77073,2016,1,,5,proximal
2,3/14/23 8:12,100,446,1,1,5,5,6,5,6,6,5,5,7,6,3,5,3,6,5,6,,,,,,,12,11,"Climate change significantly impacts the lives of people around the world, such as in Africa. Climate change has caused catastrophic weather events including cyclones and flooding which has destroyed communities.",5,5,5,4,4,2,1,4,1,4,2,2,2,2,3,1,1,4,5,5,1,1,2,3,4,4,3,4,2,,,6,2,,1,2,5,3,78228,2012,2,,4,distal
0,3/15/23 11:41,100,660,1,1,5,6,6,6,5,5,6,6,6,6,6,6,5,5,6,5,,,,,,,11,11,I don't know ,4,4,4,4,3,3,2,2,3,4,2,3,3,3,3,3,3,3,3,5,3,3,3,3,2,2,2,3,1,4,4,5,2,,1,2,2,3,75901,1994,1,,6,distal
2,3/17/23 16:53,100,446,1,1,5,5,6,6,4,3,7,4,7,7,6,4,7,6,6,7,,,,,,,11,11,climate change is a very important topic that needs to be discussed among people.,7,7,7,7,2,3,3,1,5,5,2,5,5,5,4,1,1,5,5,5,1,2,2,5,4,3,5,5,1,5,7,4,2,,1,2,3,3,78626,2017,5,,5,distal
2,4/1/23 23:08,100,449,1,1,5,6,4,6,7,7,6,7,7,7,7,7,6,6,6,6,,,,,,,11,10,Climate change is having a negative affect in the world causing catastrophic weather. ,6,7,5,7,3,2,2,2,1,4,4,4,4,4,2,1,2,5,5,5,1,3,2,3,5,5,5,5,2,,,6,2,,1,2,2,3,76226,2020,1,,7,distal
0,3/14/23 10:11,100,177,1,1,5,5,2,3,5,5,3,3,3,3,5,6,3,4,7,5,,,,,,,9,10,It’s very good ,4,4,3,4,2,4,4,2,4,3,4,4,5,3,3,2,3,3,4,5,4,2,2,4,3,2,4,3,1,3,3,6,2,,1,1,2,3,77015,37,5,,4,distal
2,4/3/23 1:22,100,451,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,,,,,,,12,12,The cyclone was a disaster to society,7,7,7,7,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,,,9,1,,2,2,4,3,75604,2012,4,,2,distal
2,3/29/23 23:08,100,452,1,1,5,6,6,7,6,6,6,1,6,7,6,5,2,4,5,6,,,,,,,10,10,The article talks about cyclones,4,5,5,4,3,1,1,1,1,1,2,4,3,3,3,2,1,5,5,5,1,1,1,3,3,3,3,3,2,,,4,1,,1,2,2,3,75143,2022,3,,6,distal
2,3/16/23 5:51,100,453,1,1,5,4,4,6,6,6,6,7,6,6,7,5,7,4,7,5,,,,,,,11,11,We are killing our planet ,7,4,3,7,3,2,1,4,3,5,4,4,1,2,3,4,3,3,3,5,3,2,3,5,1,2,4,3,1,5,4,7,2,,1,2,3,3,75662,2018,1,,6,distal
0,3/15/23 19:35,100,303,1,1,5,6,3,6,7,7,7,5,6,6,6,7,4,7,6,5,,,,,,,11,12,They are important and good for people who don’t know.,4,6,4,3,1,4,2,3,4,5,3,2,1,4,5,2,5,5,5,4,4,4,3,5,5,2,4,5,2,,,4,2,,1,2,1,3,10374,2021,4,,5,distal
2,3/16/23 9:51,100,456,1,1,5,6,6,7,7,6,7,7,7,6,6,6,6,6,7,7,,,,,,,11,11,Climate change is real.,6,6,4,6,5,4,3,4,4,1,5,4,3,4,3,2,2,4,4,5,2,2,2,4,4,4,4,4,2,,,6,2,,1,1,6,3,78599,2010,4,,2,distal
0,3/15/23 21:39,100,504,1,1,5,7,6,4,7,6,6,6,6,6,5,5,4,6,7,6,,,,,,,12,10,CT tan sex dns,4,3,1,5,4,5,2,3,1,1,4,2,2,4,1,2,3,4,5,2,1,4,5,5,2,2,5,2,1,2,3,5,2,,3,1,4,1,75217,He in vsjs,3,,1,distal
0,3/15/23 22:35,100,211,1,1,5,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,10,10,Weather ,,,,,,,7,7,7,7,3,3,3,3,3,3,3,5,5,5,5,3,3,3,3,3,1,3,1,3,3,3,3,3,1,5,6,4,2,,6,1,2,2,77470,2016,3,,4,control
2,3/19/23 13:03,100,457,1,1,5,2,3,4,5,1,6,7,7,7,5,4,4,6,5,5,,,,,,,10,8,There is an agenda being pushed by climate change supporters without facts to back it up.,1,1,1,1,3,4,1,1,5,1,2,1,1,1,1,3,1,1,1,5,5,3,5,1,1,1,1,1,2,,,8,2,,1,2,5,3,76259,2020,1,,7,distal
2,3/27/23 12:45,100,461,1,1,5,7,7,6,6,7,6,6,5,6,6,7,5,6,6,6,,,,,,,12,12,I would say that the attention of climate change should be important to us ,6,7,7,7,5,2,4,4,4,4,4,4,5,4,5,5,5,4,5,5,5,5,5,4,4,5,5,5,2,,,4,1,,2,2,5,3,78634,2000,4,,4,distal
0,3/14/23 10:09,100,996,1,1,5,7,7,7,7,7,6,7,7,6,5,6,5,6,7,6,,,,,,,12,12,"These paragraphs wanted to know how important family,life, equality, community and money were to me.",6,6,5,5,4,3,2,2,2,2,3,4,3,3,3,2,3,1,4,5,2,3,1,3,4,4,4,4,2,,,7,2,,1,2,4,3,76641,2011,3,,4,distal
0,3/16/23 0:39,100,213,1,1,5,4,4,5,5,5,4,5,5,4,4,4,4,4,4,5,,,,,,,10,10,I don't know ,4,4,5,4,3,2,1,1,2,2,5,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,2,,,5,2,,2,2,2,3,75049,72000,3,,4,distal
2,3/19/23 0:13,100,475,1,1,5,4,4,4,7,4,4,6,6,4,4,3,4,4,3,4,,,,,,,10,10,Extreme weather events are the result of climate change.,5,5,3,2,3,3,2,2,2,2,4,4,2,4,2,3,2,4,4,5,2,2,2,4,4,4,3,4,2,,,9,2,,1,2,3,3,76825,1968,3,,5,distal
2,3/14/23 8:56,100,477,1,1,5,5,6,7,7,7,7,6,7,6,7,5,1,7,6,6,,,,,,,11,12,It’s about climate change ,7,7,6,5,2,3,2,4,5,1,4,4,4,4,3,4,3,4,5,5,4,3,2,3,5,5,5,5,2,,,4,2,,2,1,1,3,75115,2006,4,,4,distal
2,3/14/23 9:37,100,478,1,1,5,6,6,6,7,7,7,7,7,7,2,4,6,5,6,7,,,,,,,9,10,Tell them that a hurricane hit ,4,5,4,5,2,5,2,2,2,2,4,3,2,1,1,3,3,3,3,5,4,4,4,4,3,3,4,3,1,2,3,8,1,,1,2,2,3,75501,1980,1,,6,distal
2,3/18/23 0:59,100,479,1,1,5,7,7,7,7,5,7,7,7,7,4,5,5,4,6,6,,,,,,,11,11,Climate change is having a devastating impact on our world,7,7,5,6,4,2,1,1,4,4,4,4,4,4,3,2,2,3,5,5,3,3,2,2,4,4,4,4,1,4,5,5,2,,1,2,2,3,75440,2023,3,,4,distal
2,3/14/23 10:06,100,483,1,1,5,5,6,6,6,6,6,7,7,5,3,6,5,6,6,6,,,,,,,11,10,It is believed that climate change could possibly the cause of some disasters like the one cyclone that happened in Africa in 2019,4,4,3,3,2,4,4,4,3,1,4,3,4,2,3,3,3,3,3,5,3,2,3,1,3,3,3,3,2,,,6,2,,6,1,5,3,77566,1984,1,,5,distal
2,3/27/23 11:26,100,484,1,1,5,5,5,5,7,6,6,6,7,6,6,4,3,6,5,6,,,,,,,11,11,A cyclone hit Africa in 2019 and created flooding and killed a lot of people. They say it was so bad because of global warming ,4,5,6,3,5,1,1,4,1,2,5,4,2,4,4,1,1,4,4,5,3,1,3,4,2,2,3,3,2,,,9,1,,1,2,2,3,75149,1995,3,,4,distal
2,3/14/23 9:23,100,494,1,1,5,4,5,6,7,6,6,4,7,6,2,2,6,5,4,5,,,,,,,12,11,"Climate change has become a real threat to our world, causing dangerous, costly, and sometimes fatal weather events such as Cyclone Idai in 2019.",6,7,7,6,4,3,1,2,4,4,4,5,4,5,2,1,1,5,5,5,1,1,1,4,4,4,4,4,1,4,5,6,2,,1,2,3,3,77573,2014,3,,4,distal
2,3/27/23 19:22,100,501,1,1,5,7,5,7,7,6,5,7,7,4,3,4,6,5,6,5,,,,,,,12,12,Climate change is causing much damage to the earth and becoming more widespread ,7,7,5,6,5,4,1,1,2,5,5,5,3,4,4,2,1,5,5,5,1,1,1,2,3,3,4,5,2,,,6,2,,1,1,5,3,78251,2017,1,,5,distal
2,3/15/23 5:28,100,506,1,1,5,6,6,6,7,7,7,7,7,7,5,5,5,4,5,5,,,,,,,11,11,Climate change is cause the weather to be more extreme. ,7,7,7,6,4,5,3,4,4,5,5,3,3,3,4,2,5,5,5,5,1,5,3,5,5,4,4,4,1,1,2,7,2,,"2,4",2,4,3,78660,2011,4,,4,distal
0,3/16/23 7:12,100,171,1,1,5,4,4,3,4,5,4,5,4,5,5,5,4,2,3,4,9,10,Alright ,,,,,,,4,3,5,3,3,3,3,3,3,3,3,3,2,3,3,1,3,3,3,3,4,4,4,2,4,1,1,5,2,,,5,1,,2,1,2,2,77868,77868,3,,2,control
0,3/14/23 16:58,100,125,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,12,12,Fresh and clean everything stuff and gravy.,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,6,1,,1,2,2,3,77627,2009,4,,4,distal
0,3/16/23 7:58,100,286,1,1,5,6,6,7,7,4,7,7,7,7,6,5,7,5,7,7,,,,,,,12,11,No idea ,5,5,4,5,3,1,2,3,1,5,1,3,2,4,2,2,3,2,3,4,5,4,2,4,3,3,1,4,2,,,5,2,,1,2,1,3,76137,2018,3,,6,distal
2,3/18/23 1:33,100,506,1,1,5,6,6,7,5,5,7,6,7,4,5,7,6,6,6,6,,,,,,,12,12,I would say the message or passage is very informative providing great information about climate change and increasing bad weather,6,7,5,6,3,5,1,4,4,1,4,4,5,4,4,4,4,5,5,5,5,4,5,4,2,4,4,3,2,,,4,1,,2,2,2,3,76310,76310,3,,2,distal
2,3/14/23 9:55,100,510,1,1,5,6,6,5,6,4,4,6,6,6,4,3,3,5,5,5,,,,,,,10,10,"I would say that I believe in climate change but I don't think it's as radical as the alarmist want us to believe.  Also, it's not a problem that we can fix if only the USA is addressing it to the extent they are throwing money at it.  We need ALL the countries not just a few to do their part or it's all for naught.  ",5,5,5,3,2,2,1,1,2,1,3,2,1,1,4,2,2,4,5,5,2,4,2,4,3,4,2,1,1,2,5,10,2,,1,2,3,3,78578,1995,1,,6,distal
2,4/2/23 7:46,100,513,1,1,5,6,6,6,6,6,6,7,7,7,6,7,4,5,6,5,,,,,,,11,10,the weather can cause bad things,3,3,2,2,4,4,2,2,2,2,4,2,1,2,2,3,3,3,3,5,4,3,3,3,4,4,3,4,1,4,2,9,1,,1,2,5,3,79407,1983,1,,7,distal
2,3/17/23 11:45,100,518,1,1,5,4,4,3,7,5,5,7,7,6,2,3,3,2,2,4,,,,,,,11,11,"Climate change causes hurricanes, cyclones, fires and loss of life",5,5,4,4,5,1,1,1,2,2,3,3,3,3,3,2,2,3,3,5,3,3,3,3,3,3,3,3,1,4,4,9,2,,1,2,4,3,77521,55,4,,4,distal
2,3/14/23 9:42,100,520,1,1,5,5,5,6,6,5,6,7,7,6,5,5,4,6,5,6,,,,,,,10,11,climate change has an impact on our weather,5,5,4,4,4,4,2,2,2,2,4,4,1,2,2,4,3,4,4,5,3,2,3,3,4,4,4,4,2,,,9,1,,1,2,5,3,79407,1988,1,,7,distal
2,3/14/23 8:16,100,522,1,1,5,4,4,6,4,7,6,6,4,7,6,5,5,5,6,6,,,,,,,12,11,Their was flooding from the cyclone real bad damage ,7,7,7,4,3,3,4,2,4,4,1,3,4,5,2,5,5,4,4,5,4,5,5,3,5,4,4,5,1,5,6,5,2,,2,2,2,3,75964,2001,4,,2,distal
0,3/16/23 11:43,100,2296,1,1,5,2,1,2,1,2,2,1,2,1,2,2,2,1,1,1,,,,10,10,Don’t worry ,,,,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,7,2,,2,2,3,3,77422,47,4,,4,proximal
0,3/16/23 12:43,100,458,1,1,5,7,7,7,7,7,7,7,7,7,6,5,7,6,6,6,,,,,,,11,11,"The cyclone led to widespread and devastating flooding that affected millions of people, causing serious economic impact and a significant number of deaths. The unprecedented destructive impact of Cyclone Idai was largely caused by climate change. Researchers have found that climate change has caused more intense rainfall associated with tropical cyclones. ",6,7,6,6,4,4,1,3,1,1,2,1,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,6,2,,7,2,5,3,75043,2019,3,,4,distal
0,3/16/23 13:01,100,389,1,1,5,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,,,,11,12,They are easy to explain,,,,7,6,7,7,4,4,1,5,2,4,5,4,5,5,3,1,1,5,5,5,1,1,1,5,5,5,5,5,1,1,5,7,1,,2,2,2,3,77022,1991,4,,4,proximal
0,3/16/23 13:35,100,272,1,1,5,4,6,6,6,4,4,6,7,5,5,7,7,5,7,7,8,10,I’m so glad you got to your work today. ,,,,,,,1,1,1,1,3,3,3,3,3,3,3,4,5,3,2,3,1,5,5,2,5,4,3,3,2,3,2,1,1,1,5,4,2,,1,2,2,3,77386,2011,1,,6,control
0,3/16/23 15:56,100,216,1,1,5,6,4,5,5,5,4,5,5,5,5,4,5,6,5,5,10,10,I’m not sure ,,,,,,,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,4,4,2,,1,2,2,3,77304,2016,1,,6,control
1,3/15/23 7:12,100,1750,1,1,5,5,6,5,6,3,5,5,5,4,5,4,5,5,4,5,,,,,,,12,12,It’s very relevant to what’s going on in the state of America today with the overindulgence and the avalanche of products they get pushed on our subconscious every day. We tend to forget that it’s not a planet that belongs to us. It’s us that  belongs to this planet.,5,5,6,6,3,3,4,5,1,2,3,3,3,3,3,2,1,3,4,5,2,4,3,5,3,3,3,3,1,5,5,6,1,,1,1,2,3,77428,2005,1,,5,distal
2,3/14/23 8:51,100,525,1,1,5,5,3,4,6,5,4,2,1,4,6,2,3,5,6,6,,,,,,,11,11,It takes about climate change ,1,3,2,2,1,2,1,2,3,4,3,3,3,2,3,4,3,2,2,5,4,4,4,2,2,2,3,3,2,,,6,2,,1,2,5,3,77429,2018,1,,5,distal
2,3/15/23 15:08,100,525,1,1,5,7,7,7,7,7,7,7,7,7,7,5,5,4,7,7,,,,,,,12,12,The cyclone destroyed lots of families during its event causing flooding and widespread famine,7,7,7,7,4,4,3,4,2,2,4,5,3,4,4,2,3,5,5,5,3,3,3,2,5,4,3,5,2,,,6,2,,1,2,3,3,78065,2023,1,,4,distal
